speed,time,axis_x/Name,axis_x/Value,axis_y/Value,axis_y/Name,axis_z/Value,axis_z/Name,latitude,longitude,eco_type/Name,eco_type/Value
30,"May 29, 2022",Axis X,-312,-275,Axis Y,-2004,Axis Z,511045900,714308033,Green driving type,1
30,"May 29, 2022",Axis X,-312,-275,Axis Y,-2004,Axis Z,511045900,714308033,Green driving type,1
30,"May 29, 2022",Axis X,-312,-275,Axis Y,-2004,Axis Z,511045900,714308033,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
31,"May 29, 2022",Axis X,-562,-288,Axis Y,-1908,Axis Z,511045166,714307666,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
33,"May 29, 2022",Axis X,-469,-343,Axis Y,-1963,Axis Z,511044333,714307449,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
39,"May 29, 2022",Axis X,-513,-244,Axis Y,-2027,Axis Z,511042516,714306966,Green driving type,1
43,"May 29, 2022",Axis X,-492,-326,Axis Y,-2004,Axis Z,511041583,714306416,Green driving type,1
43,"May 29, 2022",Axis X,-492,-326,Axis Y,-2004,Axis Z,511041583,714306416,Green driving type,1
43,"May 29, 2022",Axis X,-492,-326,Axis Y,-2004,Axis Z,511041583,714306416,Green driving type,1
43,"May 29, 2022",Axis X,-492,-326,Axis Y,-2004,Axis Z,511041583,714306416,Green driving type,1
43,"May 29, 2022",Axis X,-492,-326,Axis Y,-2004,Axis Z,511041583,714306416,Green driving type,1
50,"May 29, 2022",Axis X,-400,-213,Axis Y,-2009,Axis Z,511040333,714305750,Green driving type,1
50,"May 29, 2022",Axis X,-400,-213,Axis Y,-2009,Axis Z,511040333,714305750,Green driving type,1
50,"May 29, 2022",Axis X,-400,-213,Axis Y,-2009,Axis Z,511040333,714305750,Green driving type,1
50,"May 29, 2022",Axis X,-400,-213,Axis Y,-2009,Axis Z,511040333,714305750,Green driving type,1
50,"May 29, 2022",Axis X,-400,-213,Axis Y,-2009,Axis Z,511040333,714305750,Green driving type,1
50,"May 29, 2022",Axis X,-253,-150,Axis Y,-2223,Axis Z,511039083,714305116,Green driving type,1
50,"May 29, 2022",Axis X,-253,-150,Axis Y,-2223,Axis Z,511039083,714305116,Green driving type,1
50,"May 29, 2022",Axis X,-253,-150,Axis Y,-2223,Axis Z,511039083,714305116,Green driving type,1
50,"May 29, 2022",Axis X,-253,-150,Axis Y,-2223,Axis Z,511039083,714305116,Green driving type,1
50,"May 29, 2022",Axis X,-253,-150,Axis Y,-2223,Axis Z,511039083,714305116,Green driving type,1
53,"May 29, 2022",Axis X,-1015,-536,Axis Y,-2090,Axis Z,511037850,714304399,Green driving type,1
53,"May 29, 2022",Axis X,-1015,-536,Axis Y,-2090,Axis Z,511037850,714304399,Green driving type,1
53,"May 29, 2022",Axis X,-1015,-536,Axis Y,-2090,Axis Z,511037850,714304399,Green driving type,1
53,"May 29, 2022",Axis X,-1015,-536,Axis Y,-2090,Axis Z,511037850,714304399,Green driving type,1
53,"May 29, 2022",Axis X,-1015,-536,Axis Y,-2090,Axis Z,511037850,714304399,Green driving type,1
33,"May 29, 2022",Axis X,-755,-440,Axis Y,-1993,Axis Z,511029100,714299100,Green driving type,1
31,"May 29, 2022",Axis X,-858,-525,Axis Y,-1905,Axis Z,511028316,714298633,Green driving type,1
29,"May 29, 2022",Axis X,-742,-352,Axis Y,-1889,Axis Z,511027599,714298283,Green driving type,1
26,"May 29, 2022",Axis X,-628,-368,Axis Y,-1899,Axis Z,511026966,714297900,Green driving type,1
24,"May 29, 2022",Axis X,-844,-462,Axis Y,-1891,Axis Z,511025833,714297099,Green driving type,1
24,"May 29, 2022",Axis X,-1018,-618,Axis Y,-2041,Axis Z,511025333,714296766,Green driving type,1
25,"May 29, 2022",Axis X,-582,-386,Axis Y,-1904,Axis Z,511024816,714296500,Green driving type,1
27,"May 29, 2022",Axis X,-495,-326,Axis Y,-1923,Axis Z,511024266,714296283,Green driving type,1
32,"May 29, 2022",Axis X,-523,-306,Axis Y,-1932,Axis Z,511022866,714295883,Green driving type,1
35,"May 29, 2022",Axis X,-633,-311,Axis Y,-1888,Axis Z,511022050,714295616,Green driving type,1
36,"May 29, 2022",Axis X,-527,-147,Axis Y,-2004,Axis Z,511021166,714295333,Green driving type,1
36,"May 29, 2022",Axis X,-527,-147,Axis Y,-2004,Axis Z,511021166,714295333,Green driving type,1
38,"May 29, 2022",Axis X,-721,-436,Axis Y,-1912,Axis Z,511020233,714295000,Green driving type,1
36,"May 29, 2022",Axis X,-477,-437,Axis Y,-1897,Axis Z,511019283,714294649,Green driving type,1
37,"May 29, 2022",Axis X,-695,-357,Axis Y,-1892,Axis Z,511018416,714294266,Green driving type,1
40,"May 29, 2022",Axis X,-897,-522,Axis Y,-1957,Axis Z,511016616,714293483,Green driving type,1
41,"May 29, 2022",Axis X,-517,-367,Axis Y,-1977,Axis Z,511015683,714293033,Green driving type,1
40,"May 29, 2022",Axis X,-625,-394,Axis Y,-1943,Axis Z,511014700,714292583,Green driving type,1
40,"May 29, 2022",Axis X,-671,-364,Axis Y,-1845,Axis Z,511013716,714292150,Green driving type,1
40,"May 29, 2022",Axis X,-711,-393,Axis Y,-1882,Axis Z,511012716,714291650,Green driving type,1
39,"May 29, 2022",Axis X,-908,-447,Axis Y,-2131,Axis Z,511011716,714291199,Green driving type,1
39,"May 29, 2022",Axis X,-908,-447,Axis Y,-2131,Axis Z,511011716,714291199,Green driving type,1
39,"May 29, 2022",Axis X,-764,-557,Axis Y,-1927,Axis Z,511010766,714290733,Green driving type,1
39,"May 29, 2022",Axis X,-764,-557,Axis Y,-1927,Axis Z,511010766,714290733,Green driving type,1
39,"May 29, 2022",Axis X,-666,-418,Axis Y,-1971,Axis Z,511009766,714290300,Green driving type,1
40,"May 29, 2022",Axis X,-1057,-461,Axis Y,-2095,Axis Z,511008800,714289966,Green driving type,1
41,"May 29, 2022",Axis X,-663,-274,Axis Y,-2039,Axis Z,511007766,714289533,Green driving type,1
41,"May 29, 2022",Axis X,-598,-326,Axis Y,-2040,Axis Z,511005583,714288600,Green driving type,1
41,"May 29, 2022",Axis X,-630,-410,Axis Y,-1939,Axis Z,511004549,714288233,Green driving type,1
40,"May 29, 2022",Axis X,-571,-239,Axis Y,-1936,Axis Z,511003566,714288033,Green driving type,1
35,"May 29, 2022",Axis X,-655,-318,Axis Y,-1809,Axis Z,511001600,714287466,Green driving type,1
35,"May 29, 2022",Axis X,-655,-318,Axis Y,-1809,Axis Z,511001600,714287466,Green driving type,1
31,"May 29, 2022",Axis X,-1053,-660,Axis Y,-1988,Axis Z,510999899,714286750,Green driving type,1
31,"May 29, 2022",Axis X,-1053,-660,Axis Y,-1988,Axis Z,510999899,714286750,Green driving type,1
30,"May 29, 2022",Axis X,-612,-448,Axis Y,-1878,Axis Z,510999099,714286483,Green driving type,1
30,"May 29, 2022",Axis X,-612,-448,Axis Y,-1878,Axis Z,510999099,714286483,Green driving type,1
28,"May 29, 2022",Axis X,-640,-357,Axis Y,-1909,Axis Z,510998333,714286300,Green driving type,1
26,"May 29, 2022",Axis X,-645,-374,Axis Y,-1946,Axis Z,510996916,714285850,Green driving type,1
25,"May 29, 2022",Axis X,-1039,-600,Axis Y,-1892,Axis Z,510996216,714285633,Green driving type,1
25,"May 29, 2022",Axis X,-752,-353,Axis Y,-2036,Axis Z,510995533,714285333,Green driving type,1
25,"May 29, 2022",Axis X,-736,-367,Axis Y,-1906,Axis Z,510994850,714285100,Green driving type,1
25,"May 29, 2022",Axis X,-736,-367,Axis Y,-1906,Axis Z,510994850,714285100,Green driving type,1
21,"May 29, 2022",Axis X,-716,-452,Axis Y,-1938,Axis Z,510994233,714284933,Green driving type,1
21,"May 29, 2022",Axis X,-716,-452,Axis Y,-1938,Axis Z,510994233,714284933,Green driving type,1
19,"May 29, 2022",Axis X,-665,-460,Axis Y,-1825,Axis Z,510993699,714284699,Green driving type,1
19,"May 29, 2022",Axis X,-665,-460,Axis Y,-1825,Axis Z,510993699,714284699,Green driving type,1
15,"May 29, 2022",Axis X,-896,-468,Axis Y,-1970,Axis Z,510992733,714284350,Green driving type,1
15,"May 29, 2022",Axis X,-896,-468,Axis Y,-1970,Axis Z,510992733,714284350,Green driving type,1
11,"May 29, 2022",Axis X,-701,-391,Axis Y,-1850,Axis Z,510992366,714284166,Green driving type,1
20,"May 29, 2022",Axis X,-454,-238,Axis Y,-1930,Axis Z,510990383,714282800,Green driving type,1
20,"May 29, 2022",Axis X,-454,-238,Axis Y,-1930,Axis Z,510990383,714282800,Green driving type,1
20,"May 29, 2022",Axis X,-623,-338,Axis Y,-1946,Axis Z,510989866,714282683,Green driving type,1
20,"May 29, 2022",Axis X,-623,-338,Axis Y,-1946,Axis Z,510989866,714282683,Green driving type,1
24,"May 29, 2022",Axis X,-532,-317,Axis Y,-1953,Axis Z,510989333,714282466,Green driving type,1
24,"May 29, 2022",Axis X,-532,-317,Axis Y,-1953,Axis Z,510989333,714282466,Green driving type,1
28,"May 29, 2022",Axis X,-593,-340,Axis Y,-2008,Axis Z,510987983,714282133,Green driving type,1
28,"May 29, 2022",Axis X,-593,-340,Axis Y,-2008,Axis Z,510987983,714282133,Green driving type,1
31,"May 29, 2022",Axis X,-528,-354,Axis Y,-1908,Axis Z,510987266,714281899,Green driving type,1
31,"May 29, 2022",Axis X,-528,-354,Axis Y,-1908,Axis Z,510987266,714281899,Green driving type,1
39,"May 29, 2022",Axis X,-581,-439,Axis Y,-1887,Axis Z,510985566,714281383,Green driving type,1
39,"May 29, 2022",Axis X,-581,-439,Axis Y,-1887,Axis Z,510985566,714281383,Green driving type,1
43,"May 29, 2022",Axis X,-530,-379,Axis Y,-1937,Axis Z,510984583,714281100,Green driving type,1
43,"May 29, 2022",Axis X,-530,-379,Axis Y,-1937,Axis Z,510984583,714281100,Green driving type,1
42,"May 29, 2022",Axis X,-470,-251,Axis Y,-2040,Axis Z,510983550,714280783,Green driving type,1
42,"May 29, 2022",Axis X,-470,-251,Axis Y,-2040,Axis Z,510983550,714280783,Green driving type,1
44,"May 29, 2022",Axis X,-551,-300,Axis Y,-1919,Axis Z,510981366,714280216,Green driving type,1
44,"May 29, 2022",Axis X,-551,-300,Axis Y,-1919,Axis Z,510981366,714280216,Green driving type,1
46,"May 29, 2022",Axis X,-621,-367,Axis Y,-1880,Axis Z,510979033,714279433,Green driving type,1
46,"May 29, 2022",Axis X,-621,-367,Axis Y,-1880,Axis Z,510979033,714279433,Green driving type,1
44,"May 29, 2022",Axis X,-603,-438,Axis Y,-1894,Axis Z,510977900,714279050,Green driving type,1
44,"May 29, 2022",Axis X,-603,-438,Axis Y,-1894,Axis Z,510977900,714279050,Green driving type,1
45,"May 29, 2022",Axis X,-757,-416,Axis Y,-1912,Axis Z,510975766,714278300,Green driving type,1
46,"May 29, 2022",Axis X,-604,-375,Axis Y,-1852,Axis Z,510973400,714277399,Green driving type,1
46,"May 29, 2022",Axis X,-604,-375,Axis Y,-1852,Axis Z,510973400,714277399,Green driving type,1
46,"May 29, 2022",Axis X,-568,-417,Axis Y,-1831,Axis Z,510971316,714276616,Green driving type,1
46,"May 29, 2022",Axis X,-568,-417,Axis Y,-1831,Axis Z,510971316,714276616,Green driving type,1
47,"May 29, 2022",Axis X,-493,-330,Axis Y,-1960,Axis Z,510970100,714276166,Green driving type,1
47,"May 29, 2022",Axis X,-493,-330,Axis Y,-1960,Axis Z,510970100,714276166,Green driving type,1
49,"May 29, 2022",Axis X,-654,-360,Axis Y,-1905,Axis Z,510968933,714275666,Green driving type,1
49,"May 29, 2022",Axis X,-654,-360,Axis Y,-1905,Axis Z,510968933,714275666,Green driving type,1
49,"May 29, 2022",Axis X,-640,-428,Axis Y,-1875,Axis Z,510967966,714275383,Green driving type,1
49,"May 29, 2022",Axis X,-640,-428,Axis Y,-1875,Axis Z,510967966,714275383,Green driving type,1
50,"May 29, 2022",Axis X,-998,-409,Axis Y,-1933,Axis Z,510966750,714275016,Green driving type,1
50,"May 29, 2022",Axis X,-632,-334,Axis Y,-1903,Axis Z,510964350,714274399,Green driving type,1
50,"May 29, 2022",Axis X,-660,-287,Axis Y,-1929,Axis Z,510963133,714274066,Green driving type,1
